definition.description,definition.solution,severity,asset.display_ipv4_address,port,protocol,asset.host_name,definition.cve
"DNSSEC not configured on Debian 12 (Bookworm) running dnsmasq 6.0.0 (CVE-2020-53871). DNS responses are unsigned and can be spoofed, allowing an attacker to exfiltrate confidential data from the host. Port: 53/UDP.",Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.7,10.0.23.56,53,UDP,web-10-0-23-56,CVE-2020-53286
"LibreSSL version 5.2.0 on Windows Server 2019 is affected by CVE-2022-30332. The library implements deprecated TLS 1.1 ciphersuites, allowing an attacker to bypass authentication controls by exploiting weak entropy in session token generation. Affected path: /etc/nginx/. Port: 443/TCP.","Use Windows Update / WSUS to apply KB5027215 and restart the system. Additionally, verify patch 50.",7.2,192.168.10.55,995,TCP,dc-192-168-10-55,
CVE-2022-84798: GnuTLS 2.1.4 on Ubuntu 22.04 LTS ships with a vulnerable TLS stack. An attacker by abusing a misconfigured SNMP community string could exfiltrate confidential data from the host. Binaries located at /etc/apache2/. Listening on port 995/TCP.,Update Nginx config to disable MD5 cipher suites. Use Mozilla SSL Configuration Generator recommendations.,5.3,192.168.10.55,993,TCP,dc-192-168-10-55,CVE-2022-40771
Expired X.509 certificate detected (CVE-2023-77489) on Debian 10 (Buster). The certificate for api.internal signed by DigiCert has expired. Service: Jetty on port 8443/TCP.,Upgrade to a supported kernel release via the distribution's security channel. Verify with 'uname -r' after reboot.,4.6,10.0.0.86,443,TCP,db-10-0-0-86,
CVE-2020-93555: BIND9 on Windows Server 2016 is vulnerable to cache poisoning (version 1.3.7). An attacker can steal session tokens or credentials through improper bounds checking. Config at /home/user/.ssh/; port 53/UDP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,7.1,192.168.1.184,53,UDP,fw-192-168-1-184,
"Stack-based buffer overflow in Windows NT kernel (version 1.3.7) on Windows 10 Enterprise — CVE-2021-16094. The vulnerability exists in the copy_from_user call at C:\Program Files\, enabling an attacker to inject malicious payloads into database queries.","Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",7.8,10.0.174.185,445,TCP,ws-10-0-174-185,
"IIS 1.3.7 on Ubuntu 18.04 LTS is affected by a SQL injection vulnerability (CVE-2022-98795). The application fails to sanitize user input in the search endpoint, allowing an attacker to gain root-level access to the system through a race condition in the kernel scheduler. Backend: MySQL. Port: 8080/TCP.",Configure Content-Security-Policy in /var/www/html/ to restrict script sources. Add X-Content-Type-Options: nosniff.,9.4,10.1.217.48,8080,TCP,ws-10-1-217-48,CVE-2022-45954
"Stack-based buffer overflow in FreeBSD kernel (version 3.0.0) on Ubuntu 18.04 LTS — CVE-2021-53327. The vulnerability exists in the sprintf call at /usr/lib/ssl/, enabling an attacker to execute arbitrary code with elevated privileges.","Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",7.7,10.2.138.245,445,TCP,nas-10-2-138-245,CVE-2021-88178
"IIS 9.0.0 on Alpine Linux 3.17 is vulnerable to reflected XSS (CVE-2021-30027). User-controlled input in the q parameter is rendered without encoding, allowing an attacker to forge authentication tokens by exploiting a use-after-free condition. Application path: /var/lib/mysql/. Port: 443/TCP.",Apply the vendor patch for CVE-2022-20008 immediately. Upgrade Lighttpd to version 6.0.0 or later.,6.6,10.0.174.185,80,TCP,ws-10-0-174-185,CVE-2021-98642
"Stack-based buffer overflow in Windows NT kernel (version 4.0.0) on Windows Server 2016 — CVE-2021-82100. The vulnerability exists in the strncpy call at /etc/snmp/, enabling an attacker to gain root-level access to the system.","Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",7.2,172.16.1.40,23,TCP,web-172-16-1-40,CVE-2021-99872
Linux kernel 1.3.7 on Windows Server 2019 contains a heap-based buffer overflow (CVE-2021-95267). A local or remote attacker can modify or delete critical system files via a crafted HTTP request. Affected subsystem: syscall handler. Port: 445/TCP.,"Enable Windows Firewall rules to block unnecessary inbound connections. Use 'netsh advfirewall' or Group Policy. Additionally, verify patch 23.",8.5,192.168.1.17,23,TCP,fw-192-168-1-17,CVE-2021-39403
Expired X.509 certificate detected (CVE-2023-77489) on Debian 10 (Buster). The certificate for api.internal signed by DigiCert has expired. Service: Jetty on port 8443/TCP.,Update the Linux kernel to version 3.1.2 or later. Use 'apt-get install linux-image-generic' or equivalent.,4.8,10.0.170.210,8443,TCP,nas-10-0-170-210,CVE-2023-96053
CVE-2023-64230: Unpatched libssl 6.0.0 on Ubuntu 22.04 LTS. Multiple known CVEs affect this version. An attacker can bypass authentication controls through a race condition in the kernel scheduler. Port: 21/TCP; installed at C:\Windows\System32\.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.6,172.16.0.72,22,TCP,dc-172-16-0-72,CVE-2023-76561
Linux kernel 1.0.1 on Ubuntu 20.04 LTS contains a heap-based buffer overflow (CVE-2021-96972). A local or remote attacker can exfiltrate confidential data from the host by sending a malformed TLS ClientHello. Affected subsystem: syscall handler. Port: 23/TCP.,"Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",7.9,172.16.1.81,445,TCP,ws-172-16-1-81,CVE-2021-68962
"Deserialization RCE in Tomcat (1.1.0) on Oracle Linux 8 (CVE-2022-23607). Untrusted user data is deserialized without validation at /usr/local/bin/, allowing an attacker to execute arbitrary code with elevated privileges. Port: 22/TCP.",Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,9.0,192.168.2.253,9090,TCP,ws-192-168-2-253,CVE-2022-76317
End-of-life curl (1.3.7) installed on Debian 11 (Bullseye) (CVE-2023-70418). No security patches are available for this version; an attacker can crash the service and trigger a denial of service. Binary path: /etc/nginx/.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.3,10.0.174.185,21,TCP,ws-10-0-174-185,CVE-2023-75564
"CVE-2022-75535: Template injection leading to RCE in IIS 4.0.0 on Ubuntu 18.04 LTS. Server-side template expressions are evaluated from user input at /var/lib/mysql/, enabling an attacker to forge authentication tokens through reflected JavaScript payloads in query parameters. Port: 8080/TCP.",Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,9.2,192.168.1.225,22,TCP,print-192-168-1-225,CVE-2022-75323
"Outdated NSS (7.1.0) detected on Oracle Linux 8 (CVE-2022-82633). The TLS handshake implementation lacks protection against BEAST/POODLE/CRIME attacks, allowing a remote adversary to execute arbitrary code with elevated privileges. Port 993/TCP; config at /opt/app/.","Change the SNMP community string from 'public' to a strong, random value. Restrict SNMP access by IP in /opt/app/snmpd.conf.",8.2,192.168.2.238,993,TCP,dc-192-168-2-238,CVE-2022-47512
CVE-2023-52777: Self-signed or expired TLS certificate on Ubuntu 20.04 LTS (NSS 2.2.0). Certificate expiry allows attackers to escalate privileges to SYSTEM or root by abusing a misconfigured SNMP community string. Cert directory: /etc/ssh/; port 8443/TCP.,Apply the kernel patch provided in CVE-2022-51321 bulletin. Reboot the system after the update.,4.8,172.16.1.63,443,TCP,dc-172-16-1-63,CVE-2023-46082
"Lighttpd 9.0.0 on Red Hat Enterprise Linux 9 is configured to accept weak cryptographic ciphers (CVE-2020-65974). Supported suites include NULL ciphers, allowing a MITM attacker to exfiltrate confidential data from the host. Config file: /var/lib/mysql/. Port: 8443/TCP.",Apply HTML entity encoding to user inputs before rendering in templates. Use 'htmlspecialchars()' or equivalent in the application at /etc/openssl/.,6.9,10.0.149.123,443,TCP,nas-10-0-149-123,CVE-2020-46709
Active Directory 5.2.0 on Windows 11 Pro is affected by an authentication bypass (CVE-2023-29711). An attacker can forge authentication tokens via SQL metacharacter injection in the login form without valid credentials. Affected component: C:\Windows\System32\. Port: 80/TCP.,Replace end-of-life libpng (3.0.0) with the latest maintained version. Update lock files.,8.2,172.16.1.40,443,TCP,web-172-16-1-40,
"IIS 9.0.0 on Windows 11 Pro is configured to accept weak cryptographic ciphers (CVE-2020-91681). Supported suites include DES ciphers, allowing a MITM attacker to inject malicious payloads into database queries. Config file: /var/www/html/. Port: 443/TCP.",Apply input validation and output encoding. Use ORM frameworks to prevent raw SQL injection. Review query at /var/www/html/.,6.0,172.16.1.36,8443,TCP,gw-172-16-1-36,
"SUID binary misconfiguration on Ubuntu 18.04 LTS (CVE-2022-52706). The pkexec binary at /etc/openssl/ has incorrect SUID bits, allowing a local user to read sensitive memory contents via a heap buffer overflow in the DNS response handler. OS: Fedora 36; port 135/TCP.",Review and implement all mitigations specified in the vendor bulletin. Update Tomcat to the patched release (2.2.0).,8.3,10.1.168.111,135,TCP,fw-10-1-168-111,CVE-2022-23006
"Lighttpd 9.0.0 on Red Hat Enterprise Linux 9 is configured to accept weak cryptographic ciphers (CVE-2020-65974). Supported suites include NULL ciphers, allowing a MITM attacker to exfiltrate confidential data from the host. Config file: /var/lib/mysql/. Port: 8443/TCP.",Apply HTML entity encoding to user inputs before rendering in templates. Use 'htmlspecialchars()' or equivalent in the application at /etc/openssl/.,7.0,192.168.10.27,443,TCP,ws-192-168-10-27,CVE-2020-28045
glibc version 2.3.1 on Ubuntu 18.04 LTS is outdated and affected by CVE-2023-39710. The package contains a known vulnerability that allows an attacker to gain root-level access to the system via SQL metacharacter injection in the login form. Package location: /usr/lib/ssl/. Port: 22/TCP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.1,192.168.2.41,443,TCP,dc-192-168-2-41,CVE-2023-22395
LDAP 4.0.0 on Debian 10 (Buster) is affected by an authentication bypass (CVE-2023-50371). An attacker can bypass authentication controls through reflected JavaScript payloads in query parameters without valid credentials. Affected component: /opt/app/. Port: 8443/TCP.,Update PuTTY to version 1.0.1. Disable SSH protocol 1 and weak key exchange algorithms.,9.3,192.168.2.208,8443,TCP,srv-192-168-2-208,CVE-2023-37536
"Blind SQL injection in Lighttpd (1.1.0) on Windows Server 2016 (CVE-2022-66694). The 'ref' query parameter is not parameterized in /var/lib/mysql/, enabling an attacker to crash the service and trigger a denial of service. Database: Oracle DB; port 1433/TCP.",Configure Content-Security-Policy in /var/www/html/ to restrict script sources. Add X-Content-Type-Options: nosniff.,7.9,192.168.1.58,3306,TCP,db-192-168-1-58,CVE-2022-48680
CVE-2023-98396: Unpatched sudo 1.1.0 on CentOS 7. Multiple known CVEs affect this version. An attacker can steal session tokens or credentials by exploiting a use-after-free condition. Port: 21/TCP; installed at /usr/lib/ssl/.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.3,192.168.1.139,443,TCP,db-192-168-1-139,
"Deserialization RCE in Jetty (3.1.2) on SUSE Linux Enterprise 15 (CVE-2022-36568). Untrusted user data is deserialized without validation at /var/lib/mysql/, allowing an attacker to execute arbitrary code with elevated privileges. Port: 22/TCP.",Run 'pip install --upgrade libxml2' or 'npm audit fix' to update vulnerable dependencies at /var/www/html/.,8.5,192.168.1.17,22,TCP,fw-192-168-1-17,CVE-2022-27892
"GnuTLS version 2.1.4 on Debian 12 (Bookworm) is affected by CVE-2022-37772. The library implements deprecated TLS 1.0 ciphersuites, allowing an attacker to read sensitive memory contents via a crafted HTTP request. Affected path: C:\inetpub\wwwroot\. Port: 443/TCP.",Generate a new CSR and obtain a renewed certificate from Comodo. Update the certificate at /etc/ssh/.,7.1,10.1.12.167,443,TCP,nas-10-1-12-167,
"LibreSSL version 2.1.4 on SUSE Linux Enterprise 15 is affected by CVE-2022-77466. The library implements deprecated TLS 1.1 ciphersuites, allowing an attacker to inject malicious payloads into database queries through improper bounds checking. Affected path: /opt/app/. Port: 443/TCP.",Generate a new CSR and obtain a renewed certificate from s Encrypt. Update the certificate at /etc/nginx/.,7.5,192.168.1.68,636,TCP,gw-192-168-1-68,
"Outdated BoringSSL (8.0.3) detected on Red Hat Enterprise Linux 9 (CVE-2022-39473). The TLS handshake implementation lacks protection against BEAST/POODLE/CRIME attacks, allowing a remote adversary to perform man-in-the-middle attacks. Port 636/TCP; config at /home/user/.ssh/.",Update Apache httpd config to disable CBC cipher suites. Use Mozilla SSL Configuration Generator recommendations.,6.8,192.168.2.192,993,TCP,print-192-168-2-192,CVE-2022-20641
"BoringSSL version 1.1.0 on Windows Server 2022 is affected by CVE-2022-16705. The library implements deprecated TLS 1.0 ciphersuites, allowing an attacker to exfiltrate confidential data from the host by abusing a misconfigured SNMP community string. Affected path: /etc/mysql/. Port: 443/TCP.",Set SSLCipherSuite to HIGH:!aNULL:!MD5:!3DES in /etc/apache2/. Verify with 'nmap --script ssl-enum-ciphers'.,8.4,172.16.0.25,993,TCP,fw-172-16-0-25,
Linux kernel 6.0.0 on Windows Server 2022 contains a heap-based buffer overflow (CVE-2021-55943). A local or remote attacker can escalate privileges to SYSTEM or root by exploiting weak entropy in session token generation. Affected subsystem: memory allocator. Port: 23/TCP.,"Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",8.7,10.0.143.51,445,TCP,nas-10-0-143-51,CVE-2021-73988
